Month,Region_x,Channel,Marketing Spend (€),Competitor Sales Jacquet (€),Competitor Sales La Boulangère (€),Region_y,Sales Channel,Product Type,Units Sold,Revenue (€),ROI
2023-03-01,South France,Online,8400,37000,32000,South France,Retail,Multigrain,1800,7200,-0.14285714285714285
2023-03-01,South France,Membership,10400,42000,37000,Paris,Online,White,1900,9500,-0.08653846153846154
2023-03-01,South France,Membership,10400,42000,37000,Paris,Online,Brown,1600,8000,-0.23076923076923078
2023-03-01,South France,Membership,10400,42000,37000,Paris,Online,Multigrain,1300,6500,-0.375
2023-03-01,South France,Membership,10400,42000,37000,Paris,Membership,White,2300,11500,0.10576923076923077
2023-03-01,South France,Membership,10400,42000,37000,Paris,Membership,Brown,2000,10000,-0.038461538461538464
2023-03-01,South France,Membership,10400,42000,37000,Paris,Membership,Multigrain,1700,8500,-0.18269230769230768
2023-03-01,South France,Membership,10400,42000,37000,Paris,Retail,White,4700,18800,0.8076923076923077
2023-03-01,South France,Membership,10400,42000,37000,Paris,Retail,Brown,4000,16000,0.5384615384615384
2023-03-01,South France,Membership,10400,42000,37000,Paris,Retail,Multigrain,3200,12800,0.23076923076923078
2023-03-01,South France,Membership,10400,42000,37000,South France,Online,White,1200,6000,-0.4230769230769231
2023-03-01,South France,Membership,10400,42000,37000,South France,Online,Brown,1000,5000,-0.5192307692307693
2023-03-01,South France,Membership,10400,42000,37000,South France,Online,Multigrain,800,4000,-0.6153846153846154
2023-03-01,South France,Membership,10400,42000,37000,South France,Membership,White,1500,7500,-0.27884615384615385
2023-03-01,South France,Membership,10400,42000,37000,South France,Membership,Brown,1300,6500,-0.375
2023-03-01,South France,Membership,10400,42000,37000,South France,Membership,Multigrain,1100,5500,-0.47115384615384615
2023-03-01,South France,Membership,10400,42000,37000,South France,Retail,White,2700,10800,0.038461538461538464
2023-03-01,South France,Membership,10400,42000,37000,South France,Retail,Brown,2300,9200,-0.11538461538461539
2023-03-01,South France,Membership,10400,42000,37000,South France,Retail,Multigrain,1800,7200,-0.3076923076923077
2023-03-01,South France,Retail,14400,62000,52000,Paris,Online,White,1900,9500,-0.3402777777777778
2023-03-01,South France,Retail,14400,62000,52000,Paris,Online,Brown,1600,8000,-0.4444444444444444
2023-03-01,South France,Retail,14400,62000,52000,Paris,Online,Multigrain,1300,6500,-0.5486111111111112
2023-03-01,South France,Retail,14400,62000,52000,Paris,Membership,White,2300,11500,-0.2013888888888889
2023-03-01,South France,Retail,14400,62000,52000,Paris,Membership,Brown,2000,10000,-0.3055555555555556
2023-03-01,South France,Retail,14400,62000,52000,Paris,Membership,Multigrain,1700,8500,-0.4097222222222222
2023-03-01,South France,Retail,14400,62000,52000,Paris,Retail,White,4700,18800,0.3055555555555556
2023-03-01,South France,Retail,14400,62000,52000,Paris,Retail,Brown,4000,16000,0.1111111111111111
2023-03-01,South France,Retail,14400,62000,52000,Paris,Retail,Multigrain,3200,12800,-0.1111111111111111
2023-03-01,South France,Retail,14400,62000,52000,South France,Online,White,1200,6000,-0.5833333333333334
2023-03-01,South France,Retail,14400,62000,52000,South France,Online,Brown,1000,5000,-0.6527777777777778
2023-03-01,South France,Retail,14400,62000,52000,South France,Online,Multigrain,800,4000,-0.7222222222222222
2023-03-01,South France,Retail,14400,62000,52000,South France,Membership,White,1500,7500,-0.4791666666666667
2023-03-01,South France,Retail,14400,62000,52000,South France,Membership,Brown,1300,6500,-0.5486111111111112
2023-03-01,South France,Retail,14400,62000,52000,South France,Membership,Multigrain,1100,5500,-0.6180555555555556
2023-03-01,South France,Retail,14400,62000,52000,South France,Retail,White,2700,10800,-0.25
2023-03-01,South France,Retail,14400,62000,52000,South France,Retail,Brown,2300,9200,-0.3611111111111111
2023-03-01,South France,Retail,14400,62000,52000,South France,Retail,Multigrain,1800,7200,-0.5
2023-04-01,Paris,Online,13500,61000,51000,Paris,Online,White,1950,9750,-0.2777777777777778
2023-04-01,Paris,Online,13500,61000,51000,Paris,Online,Brown,1650,8250,-0.3888888888888889
2023-04-01,Paris,Online,13500,61000,51000,Paris,Online,Multigrain,1350,6750,-0.5
2023-04-01,Paris,Online,13500,61000,51000,Paris,Membership,White,2350,11750,-0.12962962962962962
2023-04-01,Paris,Online,13500,61000,51000,Paris,Membership,Brown,2050,10250,-0.24074074074074073
2023-04-01,Paris,Online,13500,61000,51000,Paris,Membership,Multigrain,1750,8750,-0.35185185185185186
2023-04-01,Paris,Online,13500,61000,51000,Paris,Retail,White,4800,19200,0.4222222222222222
2023-04-01,Paris,Online,13500,61000,51000,Paris,Retail,Brown,4100,16400,0.21481481481481482
2023-04-01,Paris,Online,13500,61000,51000,Paris,Retail,Multigrain,3300,13200,-0.022222222222222223
2023-04-01,Paris,Online,13500,61000,51000,South France,Online,White,1250,6250,-0.5370370370370371
2023-04-01,Paris,Online,13500,61000,51000,South France,Online,Brown,1050,5250,-0.6111111111111112
2023-04-01,Paris,Online,13500,61000,51000,South France,Online,Multigrain,850,4250,-0.6851851851851852
2023-04-01,Paris,Online,13500,61000,51000,South France,Membership,White,1550,7750,-0.42592592592592593
2023-04-01,Paris,Online,13500,61000,51000,South France,Membership,Brown,1350,6750,-0.5
2023-04-01,Paris,Online,13500,61000,51000,South France,Membership,Multigrain,1150,5750,-0.5740740740740741
2023-04-01,Paris,Online,13500,61000,51000,South France,Retail,White,2800,11200,-0.17037037037037037
2023-04-01,Paris,Online,13500,61000,51000,South France,Retail,Brown,2400,9600,-0.28888888888888886
2023-04-01,Paris,Online,13500,61000,51000,South France,Retail,Multigrain,1900,7600,-0.43703703703703706
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Online,White,1950,9750,-0.4090909090909091
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Online,Brown,1650,8250,-0.5
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Online,Multigrain,1350,6750,-0.5909090909090909
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Membership,White,2350,11750,-0.2878787878787879
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Membership,Brown,2050,10250,-0.3787878787878788
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Membership,Multigrain,1750,8750,-0.4696969696969697
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Retail,White,4800,19200,0.16363636363636364
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Retail,Brown,4100,16400,-0.006060606060606061
2023-04-01,Paris,Membership,16500,66000,56000,Paris,Retail,Multigrain,3300,13200,-0.2
2023-04-01,Paris,Membership,16500,66000,56000,South France,Online,White,1250,6250,-0.6212121212121212
2023-04-01,Paris,Membership,16500,66000,56000,South France,Online,Brown,1050,5250,-0.6818181818181818
2023-04-01,Paris,Membership,16500,66000,56000,South France,Online,Multigrain,850,4250,-0.7424242424242424
2023-04-01,Paris,Membership,16500,66000,56000,South France,Membership,White,1550,7750,-0.5303030303030303
2023-04-01,Paris,Membership,16500,66000,56000,South France,Membership,Brown,1350,6750,-0.5909090909090909
2023-04-01,Paris,Membership,16500,66000,56000,South France,Membership,Multigrain,1150,5750,-0.6515151515151515
2023-04-01,Paris,Membership,16500,66000,56000,South France,Retail,White,2800,11200,-0.3212121212121212
2023-04-01,Paris,Membership,16500,66000,56000,South France,Retail,Brown,2400,9600,-0.41818181818181815
2023-04-01,Paris,Membership,16500,66000,56000,South France,Retail,Multigrain,1900,7600,-0.5393939393939394
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Online,White,1950,9750,-0.5465116279069767
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Online,Brown,1650,8250,-0.6162790697674418
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Online,Multigrain,1350,6750,-0.686046511627907
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Membership,White,2350,11750,-0.45348837209302323
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Membership,Brown,2050,10250,-0.5232558139534884
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Membership,Multigrain,1750,8750,-0.5930232558139535
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Retail,White,4800,19200,-0.10697674418604651
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Retail,Brown,4100,16400,-0.2372093023255814
2023-04-01,Paris,Retail,21500,91000,76000,Paris,Retail,Multigrain,3300,13200,-0.386046511627907
2023-04-01,Paris,Retail,21500,91000,76000,South France,Online,White,1250,6250,-0.7093023255813954
2023-04-01,Paris,Retail,21500,91000,76000,South France,Online,Brown,1050,5250,-0.7558139534883721
2023-04-01,Paris,Retail,21500,91000,76000,South France,Online,Multigrain,850,4250,-0.8023255813953488
2023-04-01,Paris,Retail,21500,91000,76000,South France,Membership,White,1550,7750,-0.6395348837209303
2023-04-01,Paris,Retail,21500,91000,76000,South France,Membership,Brown,1350,6750,-0.686046511627907
2023-04-01,Paris,Retail,21500,91000,76000,South France,Membership,Multigrain,1150,5750,-0.7325581395348837
2023-04-01,Paris,Retail,21500,91000,76000,South France,Retail,White,2800,11200,-0.4790697674418605
2023-04-01,Paris,Retail,21500,91000,76000,South France,Retail,Brown,2400,9600,-0.5534883720930233
2023-04-01,Paris,Retail,21500,91000,76000,South France,Retail,Multigrain,1900,7600,-0.6465116279069767
2023-04-01,South France,Online,8600,38000,33000,Paris,Online,White,1950,9750,0.13372093023255813
2023-04-01,South France,Online,8600,38000,33000,Paris,Online,Brown,1650,8250,-0.040697674418604654
2023-04-01,South France,Online,8600,38000,33000,Paris,Online,Multigrain,1350,6750,-0.21511627906976744
2023-04-01,South France,Online,8600,38000,33000,Paris,Membership,White,2350,11750,0.36627906976744184
2023-04-01,South France,Online,8600,38000,33000,Paris,Membership,Brown,2050,10250,0.19186046511627908
2023-04-01,South France,Online,8600,38000,33000,Paris,Membership,Multigrain,1750,8750,0.01744186046511628
2023-04-01,South France,Online,8600,38000,33000,Paris,Retail,White,4800,19200,1.2325581395348837
2023-04-01,South France,Online,8600,38000,33000,Paris,Retail,Brown,4100,16400,0.9069767441860465
2023-04-01,South France,Online,8600,38000,33000,Paris,Retail,Multigrain,3300,13200,0.5348837209302325
2023-04-01,South France,Online,8600,38000,33000,South France,Online,White,1250,6250,-0.27325581395348836
2023-04-01,South France,Online,8600,38000,33000,South France,Online,Brown,1050,5250,-0.38953488372093026
2023-04-01,South France,Online,8600,38000,33000,South France,Online,Multigrain,850,4250,-0.5058139534883721
2023-04-01,South France,Online,8600,38000,33000,South France,Membership,White,1550,7750,-0.09883720930232558
2023-04-01,South France,Online,8600,38000,33000,South France,Membership,Brown,1350,6750,-0.21511627906976744
2023-04-01,South France,Online,8600,38000,33000,South France,Membership,Multigrain,1150,5750,-0.3313953488372093
2023-04-01,South France,Online,8600,38000,33000,South France,Retail,White,2800,11200,0.3023255813953488
2023-04-01,South France,Online,8600,38000,33000,South France,Retail,Brown,2400,9600,0.11627906976744186
2023-04-01,South France,Online,8600,38000,33000,South France,Retail,Multigrain,1900,7600,-0.11627906976744186
2023-04-01,South France,Membership,10600,43000,38000,Paris,Online,White,1950,9750,-0.08018867924528301
2023-04-01,South France,Membership,10600,43000,38000,Paris,Online,Brown,1650,8250,-0.22169811320754718
2023-04-01,South France,Membership,10600,43000,38000,Paris,Online,Multigrain,1350,6750,-0.3632075471698113
2023-04-01,South France,Membership,10600,43000,38000,Paris,Membership,White,2350,11750,0.10849056603773585
2023-04-01,South France,Membership,10600,43000,38000,Paris,Membership,Brown,2050,10250,-0.0330188679245283
2023-04-01,South France,Membership,10600,43000,38000,Paris,Membership,Multigrain,1750,8750,-0.17452830188679244
2023-04-01,South France,Membership,10600,43000,38000,Paris,Retail,White,4800,19200,0.8113207547169812
2023-04-01,South France,Membership,10600,43000,38000,Paris,Retail,Brown,4100,16400,0.5471698113207547
2023-04-01,South France,Membership,10600,43000,38000,Paris,Retail,Multigrain,3300,13200,0.24528301886792453
2023-04-01,South France,Membership,10600,43000,38000,South France,Online,White,1250,6250,-0.41037735849056606
2023-04-01,South France,Membership,10600,43000,38000,South France,Online,Brown,1050,5250,-0.5047169811320755
2023-04-01,South France,Membership,10600,43000,38000,South France,Online,Multigrain,850,4250,-0.5990566037735849
2023-04-01,South France,Membership,10600,43000,38000,South France,Membership,White,1550,7750,-0.2688679245283019
2023-04-01,South France,Membership,10600,43000,38000,South France,Membership,Brown,1350,6750,-0.3632075471698113
2023-04-01,South France,Membership,10600,43000,38000,South France,Membership,Multigrain,1150,5750,-0.45754716981132076
2023-04-01,South France,Membership,10600,43000,38000,South France,Retail,White,2800,11200,0.05660377358490566
2023-04-01,South France,Membership,10600,43000,38000,South France,Retail,Brown,2400,9600,-0.09433962264150944
2023-04-01,South France,Membership,10600,43000,38000,South France,Retail,Multigrain,1900,7600,-0.2830188679245283
2023-04-01,South France,Retail,14600,63000,53000,Paris,Online,White,1950,9750,-0.3321917808219178
2023-04-01,South France,Retail,14600,63000,53000,Paris,Online,Brown,1650,8250,-0.4349315068493151
2023-04-01,South France,Retail,14600,63000,53000,Paris,Online,Multigrain,1350,6750,-0.5376712328767124
2023-04-01,South France,Retail,14600,63000,53000,Paris,Membership,White,2350,11750,-0.1952054794520548
2023-04-01,South France,Retail,14600,63000,53000,Paris,Membership,Brown,2050,10250,-0.2979452054794521
2023-04-01,South France,Retail,14600,63000,53000,Paris,Membership,Multigrain,1750,8750,-0.4006849315068493
2023-04-01,South France,Retail,14600,63000,53000,Paris,Retail,White,4800,19200,0.3150684931506849
2023-04-01,South France,Retail,14600,63000,53000,Paris,Retail,Brown,4100,16400,0.1232876712328767
2023-04-01,South France,Retail,14600,63000,53000,Paris,Retail,Multigrain,3300,13200,-0.0958904109589041
2023-04-01,South France,Retail,14600,63000,53000,South France,Online,White,1250,6250,-0.571917808219178
2023-04-01,South France,Retail,14600,63000,53000,South France,Online,Brown,1050,5250,-0.6404109589041096
2023-04-01,South France,Retail,14600,63000,53000,South France,Online,Multigrain,850,4250,-0.708904109589041
2023-04-01,South France,Retail,14600,63000,53000,South France,Membership,White,1550,7750,-0.4691780821917808
2023-04-01,South France,Retail,14600,63000,53000,South France,Membership,Brown,1350,6750,-0.5376712328767124
2023-04-01,South France,Retail,14600,63000,53000,South France,Membership,Multigrain,1150,5750,-0.6061643835616438
2023-04-01,South France,Retail,14600,63000,53000,South France,Retail,White,2800,11200,-0.2328767123287671
2023-04-01,South France,Retail,14600,63000,53000,South France,Retail,Brown,2400,9600,-0.3424657534246575
2023-04-01,South France,Retail,14600,63000,53000,South France,Retail,Multigrain,1900,7600,-0.4794520547945205
2023-05-01,Paris,Online,14000,63000,53000,Paris,Online,White,2000,10000,-0.2857142857142857
2023-05-01,Paris,Online,14000,63000,53000,Paris,Online,Brown,1700,8500,-0.39285714285714285
2023-05-01,Paris,Online,14000,63000,53000,Paris,Online,Multigrain,1400,7000,-0.5
2023-05-01,Paris,Online,14000,63000,53000,Paris,Membership,White,2400,12000,-0.14285714285714285
2023-05-01,Paris,Online,14000,63000,53000,Paris,Membership,Brown,2100,10500,-0.25
2023-05-01,Paris,Online,14000,63000,53000,Paris,Membership,Multigrain,1800,9000,-0.35714285714285715
2023-05-01,Paris,Online,14000,63000,53000,Paris,Retail,White,4900,19600,0.4
2023-05-01,Paris,Online,14000,63000,53000,Paris,Retail,Brown,4200,16800,0.2
2023-05-01,Paris,Online,14000,63000,53000,Paris,Retail,Multigrain,3400,13600,-0.02857142857142857
2023-05-01,Paris,Online,14000,63000,53000,South France,Online,White,1300,6500,-0.5357142857142857
2023-05-01,Paris,Online,14000,63000,53000,South France,Online,Brown,1100,5500,-0.6071428571428571
2023-05-01,Paris,Online,14000,63000,53000,South France,Online,Multigrain,900,4500,-0.6785714285714286
2023-05-01,Paris,Online,14000,63000,53000,South France,Membership,White,1600,8000,-0.42857142857142855
2023-05-01,Paris,Online,14000,63000,53000,South France,Membership,Brown,1400,7000,-0.5
2023-05-01,Paris,Online,14000,63000,53000,South France,Membership,Multigrain,1200,6000,-0.5714285714285714
2023-05-01,Paris,Online,14000,63000,53000,South France,Retail,White,2900,11600,-0.17142857142857143
2023-05-01,Paris,Online,14000,63000,53000,South France,Retail,Brown,2500,10000,-0.2857142857142857
2023-05-01,Paris,Online,14000,63000,53000,South France,Retail,Multigrain,2000,8000,-0.42857142857142855
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Online,White,2000,10000,-0.4117647058823529
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Online,Brown,1700,8500,-0.5
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Online,Multigrain,1400,7000,-0.5882352941176471
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Membership,White,2400,12000,-0.29411764705882354
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Membership,Brown,2100,10500,-0.38235294117647056
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Membership,Multigrain,1800,9000,-0.47058823529411764
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Retail,White,4900,19600,0.15294117647058825
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Retail,Brown,4200,16800,-0.011764705882352941
2023-05-01,Paris,Membership,17000,68000,58000,Paris,Retail,Multigrain,3400,13600,-0.2
2023-05-01,Paris,Membership,17000,68000,58000,South France,Online,White,1300,6500,-0.6176470588235294
2023-05-01,Paris,Membership,17000,68000,58000,South France,Online,Brown,1100,5500,-0.6764705882352942
2023-05-01,Paris,Membership,17000,68000,58000,South France,Online,Multigrain,900,4500,-0.7352941176470589
2023-05-01,Paris,Membership,17000,68000,58000,South France,Membership,White,1600,8000,-0.5294117647058824
2023-05-01,Paris,Membership,17000,68000,58000,South France,Membership,Brown,1400,7000,-0.5882352941176471
2023-05-01,Paris,Membership,17000,68000,58000,South France,Membership,Multigrain,1200,6000,-0.6470588235294118
2023-05-01,Paris,Membership,17000,68000,58000,South France,Retail,White,2900,11600,-0.3176470588235294
2023-05-01,Paris,Membership,17000,68000,58000,South France,Retail,Brown,2500,10000,-0.4117647058823529
2023-05-01,Paris,Membership,17000,68000,58000,South France,Retail,Multigrain,2000,8000,-0.5294117647058824
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Online,White,2000,10000,-0.5454545454545454
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Online,Brown,1700,8500,-0.6136363636363636
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Online,Multigrain,1400,7000,-0.6818181818181818
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Membership,White,2400,12000,-0.45454545454545453
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Membership,Brown,2100,10500,-0.5227272727272727
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Membership,Multigrain,1800,9000,-0.5909090909090909
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Retail,White,4900,19600,-0.10909090909090909
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Retail,Brown,4200,16800,-0.23636363636363636
2023-05-01,Paris,Retail,22000,93000,78000,Paris,Retail,Multigrain,3400,13600,-0.38181818181818183
2023-05-01,Paris,Retail,22000,93000,78000,South France,Online,White,1300,6500,-0.7045454545454546
2023-05-01,Paris,Retail,22000,93000,78000,South France,Online,Brown,1100,5500,-0.75
2023-05-01,Paris,Retail,22000,93000,78000,South France,Online,Multigrain,900,4500,-0.7954545454545454
2023-05-01,Paris,Retail,22000,93000,78000,South France,Membership,White,1600,8000,-0.6363636363636364
2023-05-01,Paris,Retail,22000,93000,78000,South France,Membership,Brown,1400,7000,-0.6818181818181818
2023-05-01,Paris,Retail,22000,93000,78000,South France,Membership,Multigrain,1200,6000,-0.7272727272727273
2023-05-01,Paris,Retail,22000,93000,78000,South France,Retail,White,2900,11600,-0.4727272727272727
2023-05-01,Paris,Retail,22000,93000,78000,South France,Retail,Brown,2500,10000,-0.5454545454545454
2023-05-01,Paris,Retail,22000,93000,78000,South France,Retail,Multigrain,2000,8000,-0.6363636363636364
2023-05-01,South France,Online,8800,39000,34000,Paris,Online,White,2000,10000,0.13636363636363635
2023-05-01,South France,Online,8800,39000,34000,Paris,Online,Brown,1700,8500,-0.03409090909090909
2023-05-01,South France,Online,8800,39000,34000,Paris,Online,Multigrain,1400,7000,-0.20454545454545456
2023-05-01,South France,Online,8800,39000,34000,Paris,Membership,White,2400,12000,0.36363636363636365
2023-05-01,South France,Online,8800,39000,34000,Paris,Membership,Brown,2100,10500,0.19318181818181818
2023-05-01,South France,Online,8800,39000,34000,Paris,Membership,Multigrain,1800,9000,0.022727272727272728
2023-05-01,South France,Online,8800,39000,34000,Paris,Retail,White,4900,19600,1.2272727272727273
2023-05-01,South France,Online,8800,39000,34000,Paris,Retail,Brown,4200,16800,0.9090909090909091
2023-05-01,South France,Online,8800,39000,34000,Paris,Retail,Multigrain,3400,13600,0.5454545454545454
2023-05-01,South France,Online,8800,39000,34000,South France,Online,White,1300,6500,-0.26136363636363635
2023-05-01,South France,Online,8800,39000,34000,South France,Online,Brown,1100,5500,-0.375
2023-05-01,South France,Online,8800,39000,34000,South France,Online,Multigrain,900,4500,-0.48863636363636365
2023-05-01,South France,Online,8800,39000,34000,South France,Membership,White,1600,8000,-0.09090909090909091
2023-05-01,South France,Online,8800,39000,34000,South France,Membership,Brown,1400,7000,-0.20454545454545456
2023-05-01,South France,Online,8800,39000,34000,South France,Membership,Multigrain,1200,6000,-0.3181818181818182
2023-05-01,South France,Online,8800,39000,34000,South France,Retail,White,2900,11600,0.3181818181818182
2023-05-01,South France,Online,8800,39000,34000,South France,Retail,Brown,2500,10000,0.13636363636363635
2023-05-01,South France,Online,8800,39000,34000,South France,Retail,Multigrain,2000,8000,-0.09090909090909091
2023-05-01,South France,Membership,10800,44000,39000,Paris,Online,White,2000,10000,-0.07407407407407407
2023-05-01,South France,Membership,10800,44000,39000,Paris,Online,Brown,1700,8500,-0.21296296296296297
2023-05-01,South France,Membership,10800,44000,39000,Paris,Online,Multigrain,1400,7000,-0.35185185185185186
2023-05-01,South France,Membership,10800,44000,39000,Paris,Membership,White,2400,12000,0.1111111111111111
2023-05-01,South France,Membership,10800,44000,39000,Paris,Membership,Brown,2100,10500,-0.027777777777777776
2023-05-01,South France,Membership,10800,44000,39000,Paris,Membership,Multigrain,1800,9000,-0.16666666666666666
2023-05-01,South France,Membership,10800,44000,39000,Paris,Retail,White,4900,19600,0.8148148148148148
2023-05-01,South France,Membership,10800,44000,39000,Paris,Retail,Brown,4200,16800,0.5555555555555556
2023-05-01,South France,Membership,10800,44000,39000,Paris,Retail,Multigrain,3400,13600,0.25925925925925924
2023-05-01,South France,Membership,10800,44000,39000,South France,Online,White,1300,6500,-0.39814814814814814
2023-05-01,South France,Membership,10800,44000,39000,South France,Online,Brown,1100,5500,-0.49074074074074076
2023-05-01,South France,Membership,10800,44000,39000,South France,Online,Multigrain,900,4500,-0.5833333333333334
2023-05-01,South France,Membership,10800,44000,39000,South France,Membership,White,1600,8000,-0.25925925925925924
2023-05-01,South France,Membership,10800,44000,39000,South France,Membership,Brown,1400,7000,-0.35185185185185186
2023-05-01,South France,Membership,10800,44000,39000,South France,Membership,Multigrain,1200,6000,-0.4444444444444444
2023-05-01,South France,Membership,10800,44000,39000,South France,Retail,White,2900,11600,0.07407407407407407
2023-05-01,South France,Membership,10800,44000,39000,South France,Retail,Brown,2500,10000,-0.07407407407407407
2023-05-01,South France,Membership,10800,44000,39000,South France,Retail,Multigrain,2000,8000,-0.25925925925925924
2023-05-01,South France,Retail,14800,64000,54000,Paris,Online,White,2000,10000,-0.32432432432432434
2023-05-01,South France,Retail,14800,64000,54000,Paris,Online,Brown,1700,8500,-0.42567567567567566
2023-05-01,South France,Retail,14800,64000,54000,Paris,Online,Multigrain,1400,7000,-0.527027027027027
2023-05-01,South France,Retail,14800,64000,54000,Paris,Membership,White,2400,12000,-0.1891891891891892
2023-05-01,South France,Retail,14800,64000,54000,Paris,Membership,Brown,2100,10500,-0.2905405405405405
2023-05-01,South France,Retail,14800,64000,54000,Paris,Membership,Multigrain,1800,9000,-0.3918918918918919
2023-05-01,South France,Retail,14800,64000,54000,Paris,Retail,White,4900,19600,0.32432432432432434
2023-05-01,South France,Retail,14800,64000,54000,Paris,Retail,Brown,4200,16800,0.13513513513513514
2023-05-01,South France,Retail,14800,64000,54000,Paris,Retail,Multigrain,3400,13600,-0.08108108108108109
2023-05-01,South France,Retail,14800,64000,54000,South France,Online,White,1300,6500,-0.5608108108108109
2023-05-01,South France,Retail,14800,64000,54000,South France,Online,Brown,1100,5500,-0.6283783783783784
2023-05-01,South France,Retail,14800,64000,54000,South France,Online,Multigrain,900,4500,-0.6959459459459459
2023-05-01,South France,Retail,14800,64000,54000,South France,Membership,White,1600,8000,-0.4594594594594595
2023-05-01,South France,Retail,14800,64000,54000,South France,Membership,Brown,1400,7000,-0.527027027027027
2023-05-01,South France,Retail,14800,64000,54000,South France,Membership,Multigrain,1200,6000,-0.5945945945945946
2023-05-01,South France,Retail,14800,64000,54000,South France,Retail,White,2900,11600,-0.21621621621621623
2023-05-01,South France,Retail,14800,64000,54000,South France,Retail,Brown,2500,10000,-0.32432432432432434
2023-05-01,South France,Retail,14800,64000,54000,South France,Retail,Multigrain,2000,8000,-0.4594594594594595
2023-06-01,Paris,Online,14500,65000,55000,Paris,Online,White,2050,10250,-0.29310344827586204
2023-06-01,Paris,Online,14500,65000,55000,Paris,Online,Brown,1750,8750,-0.39655172413793105
2023-06-01,Paris,Online,14500,65000,55000,Paris,Online,Multigrain,1450,7250,-0.5
2023-06-01,Paris,Online,14500,65000,55000,Paris,Membership,White,2450,12250,-0.15517241379310345
2023-06-01,Paris,Online,14500,65000,55000,Paris,Membership,Brown,2150,10750,-0.25862068965517243
2023-06-01,Paris,Online,14500,65000,55000,Paris,Membership,Multigrain,1850,9250,-0.3620689655172414
2023-06-01,Paris,Online,14500,65000,55000,Paris,Retail,White,5000,20000,0.3793103448275862
2023-06-01,Paris,Online,14500,65000,55000,Paris,Retail,Brown,4300,17200,0.18620689655172415
2023-06-01,Paris,Online,14500,65000,55000,Paris,Retail,Multigrain,3500,14000,-0.034482758620689655
2023-06-01,Paris,Online,14500,65000,55000,South France,Online,White,1350,6750,-0.5344827586206896
2023-06-01,Paris,Online,14500,65000,55000,South France,Online,Brown,1150,5750,-0.603448275862069
2023-06-01,Paris,Online,14500,65000,55000,South France,Online,Multigrain,950,4750,-0.6724137931034483
2023-06-01,Paris,Online,14500,65000,55000,South France,Membership,White,1650,8250,-0.43103448275862066
2023-06-01,Paris,Online,14500,65000,55000,South France,Membership,Brown,1450,7250,-0.5
2023-06-01,Paris,Online,14500,65000,55000,South France,Membership,Multigrain,1250,6250,-0.5689655172413793
2023-06-01,Paris,Online,14500,65000,55000,South France,Retail,White,3000,12000,-0.1724137931034483
2023-06-01,Paris,Online,14500,65000,55000,South France,Retail,Brown,2600,10400,-0.2827586206896552
2023-06-01,Paris,Online,14500,65000,55000,South France,Retail,Multigrain,2100,8400,-0.4206896551724138
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Online,White,2050,10250,-0.4142857142857143
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Online,Brown,1750,8750,-0.5
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Online,Multigrain,1450,7250,-0.5857142857142857
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Membership,White,2450,12250,-0.3
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Membership,Brown,2150,10750,-0.38571428571428573
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Membership,Multigrain,1850,9250,-0.4714285714285714
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Retail,White,5000,20000,0.14285714285714285
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Retail,Brown,4300,17200,-0.017142857142857144
